"","ego","alter","indice_norm","time","ego_name","alter_name","indice_euclidien","indice_scalar_product","indice_normalised"
"487",22,32,0.452920249566477,1,"Acute cardiac disease","Other and unspecified NCD",0.613102223493149,0.531959137854609,0.0339859756097561
"488",23,32,0.399349014178251,1,"Sickle cell with crisis","Other and unspecified NCD",0.483742835307634,0.378735861231447,0.0273659756097561
"489",24,32,0.484103470708294,1,"Stroke","Other and unspecified NCD",0.666670863462315,0.58933618009952,0.0396278048780486
"490",25,32,0.390144815288922,1,"Other and unspecified cardiac dis","Other and unspecified NCD",0.519220948028864,0.40108653530379,0.0309611788617886
"491",26,32,0.538193352033565,1,"Chronic obstructive pulmonary dis","Other and unspecified NCD",0.662108799652914,0.512082356172857,0.0528491869918699
"492",27,32,0.480198998354073,1,"Asthma","Other and unspecified NCD",0.654067589396041,0.562196472141634,0.0398962601626015
"493",28,32,0.402144564393327,1,"Acute abdomen","Other and unspecified NCD",0.571355674079775,0.466132282499212,0.0333355284552846
"494",29,32,0.433548184673823,1,"Liver cirrhosis","Other and unspecified NCD",0.536941895645744,0.432611138793633,0.033814837398374
"495",30,32,0.341429624043299,1,"Renal failure","Other and unspecified NCD",0.49923529886889,0.385232935708297,0.0256363821138212
"496",31,32,0.489320847848284,1,"Epilepsy","Other and unspecified NCD",0.642201059249563,0.555609727154348,0.0397583333333332
"497",1,33,0.537169862389242,1,"Sepsis (non-obstetric)","Congenital malformation",0.666808771428421,0.612825173165258,0.0367885365853659
"498",2,33,0.644888323627199,1,"Acute resp infect incl pneumonia","Congenital malformation",0.760388479297576,0.723044067450219,0.0587438211382116
"499",3,33,0.598016867811807,1,"HIV/AIDS related death","Congenital malformation",0.685596881930819,0.633748998487798,0.0534506504065043
"500",4,33,0.669141147435875,1,"Diarrhoeal diseases","Congenital malformation",0.788556200970743,0.74150205757558,0.0666478455284554
"501",5,33,0.675826861687434,1,"Malaria","Congenital malformation",0.767283233179183,0.732774500567575,0.0581681707317075
"502",6,33,0.60670310996458,1,"Measles","Congenital malformation",0.743727261596747,0.709245212726968,0.0481840650406504
"503",7,33,0.706249725786336,1,"Meningitis and encephalitis","Congenital malformation",0.80896505412313,0.778027572221375,0.0660899593495936
"504",8,33,0.540945762248336,1,"Tetanus","Congenital malformation",0.681736374418697,0.634153786959589,0.0382734959349593
"505",9,33,0.744175634060491,1,"Pulmonary tuberculosis","Congenital malformation",0.830136675065062,0.805921816453493,0.0675645528455287
"506",10,33,0.691576640934001,1,"Pertussis","Congenital malformation",0.788459167640281,0.755378955067702,0.0582628861788619
"507",11,33,0.657493009846494,1,"Haemorrhagic fever","Congenital malformation",0.768298436471289,0.733137510145311,0.0596381707317075
"508",12,33,0.643772973822967,1,"Other and unspecified infect dis","Congenital malformation",0.745718552851129,0.71357160362223,0.0535878455284554
"509",13,33,0.602557266561449,1,"Oral neoplasms","Congenital malformation",0.703923153780713,0.651673235769688,0.0505311382113823
"510",14,33,0.683700941795612,1,"Digestive neoplasms","Congenital malformation",0.742819918638763,0.688744388481037,0.0711258536585367
"511",15,33,0.691593895276404,1,"Respiratory neoplasms","Congenital malformation",0.750462590568494,0.705629983437602,0.0644232926829271
"512",16,33,0.652018833827463,1,"Breast neoplasms","Congenital malformation",0.739343125635058,0.694320939656308,0.0547214227642279
"513",17,33,0.717005665171403,1,"Reproductive neoplasms MF","Congenital malformation",0.795598511612713,0.748019910867499,0.0752282926829269
"514",18,33,0.596946173592013,1,"Other and unspecified neoplasms","Congenital malformation",0.692788968874546,0.644943507883896,0.0486652845528457
"515",19,33,0.553687453530172,1,"Severe anaemia","Congenital malformation",0.703306834970438,0.661421967921871,0.0396258130081301
"516",20,33,0.684010957053604,1,"Severe malnutrition","Congenital malformation",0.778700687182158,0.748873237059927,0.0592798373983741
"517",21,33,0.563710776155805,1,"Diabetes mellitus","Congenital malformation",0.719381631427348,0.675773593568304,0.0467742682926832
"518",22,33,0.617597035219365,1,"Acute cardiac disease","Congenital malformation",0.695061760784845,0.649664528906513,0.0478404471544715
"519",23,33,0.478711195879915,1,"Sickle cell with crisis","Congenital malformation",0.591996897117856,0.516199349645245,0.033965162601626
"520",24,33,0.637267044796852,1,"Stroke","Congenital malformation",0.756896231544016,0.722069399831487,0.0537107317073172
"521",25,33,0.585768599321724,1,"Other and unspecified cardiac dis","Congenital malformation",0.706972461794651,0.663412530523979,0.0479058943089432
"522",26,33,0.690759849489317,1,"Chronic obstructive pulmonary dis","Congenital malformation",0.79994606593631,0.747234842430067,0.0695057723577237
"523",27,33,0.588862488269475,1,"Asthma","Congenital malformation",0.729867977235482,0.683329859169302,0.0503521951219513
"524",28,33,0.577504273764897,1,"Acute abdomen","Congenital malformation",0.720553715438649,0.678953371178678,0.0492721951219513
"525",29,33,0.590790465344449,1,"Liver cirrhosis","Congenital malformation",0.690008125719349,0.643874935826048,0.0475115853658538
"526",30,33,0.550619876428543,1,"Renal failure","Congenital malformation",0.6878803452011,0.641653733468253,0.0426786585365854
"527",31,33,0.624350543199718,1,"Epilepsy","Congenital malformation",0.746684239814472,0.709158714939037,0.052243699186992
"528",32,33,0.508767580610507,1,"Other and unspecified NCD","Congenital malformation",0.620733646027059,0.551308536651857,0.0350386991869918
"529",1,34,0.650101330228748,1,"Sepsis (non-obstetric)","Prematurity",0.702302405688796,0.648792632770388,0.0490303252032521
"530",2,34,0.744062622075478,1,"Acute resp infect incl pneumonia","Prematurity",0.790931147119985,0.767877835928266,0.0729368292682928
"531",3,34,0.706970631136806,1,"HIV/AIDS related death","Prematurity",0.773412599209748,0.748417485861336,0.0680908130081302
"532",4,34,0.749841554743839,1,"Diarrhoeal diseases","Prematurity",0.81701061197026,0.790439924636875,0.079884918699187
"533",5,34,0.656976914446166,1,"Malaria","Prematurity",0.704976083684176,0.661972082637311,0.0611010162601628
"534",6,34,0.716040386237649,1,"Measles","Prematurity",0.772497287361995,0.747457214476646,0.0618323577235774
"535",7,34,0.684721174631615,1,"Meningitis and encephalitis","Prematurity",0.748480787189555,0.711993138298205,0.0688229674796749
"536",8,34,0.623343746239057,1,"Tetanus","Prematurity",0.645471310503018,0.580515071290932,0.0484254471544715
"537",9,34,0.813574705806502,1,"Pulmonary tuberculosis","Prematurity",0.861174533321054,0.849103581203546,0.0795064227642277
"538",10,34,0.757109019001524,1,"Pertussis","Prematurity",0.843695357108574,0.829317945952282,0.0690332926829269
"539",11,34,0.662822382584609,1,"Haemorrhagic fever","Prematurity",0.717899541856623,0.677780712024761,0.0647173577235774
"540",12,34,0.669588902027203,1,"Other and unspecified infect dis","Prematurity",0.698765524363482,0.655664430468699,0.0603794715447155
"541",13,34,0.704033754307042,1,"Oral neoplasms","Prematurity",0.770357193380542,0.74329856243299,0.0639226016260164
"542",14,34,0.756071863728249,1,"Digestive neoplasms","Prematurity",0.800063333784277,0.773805291148407,0.0838969918699187
"543",15,34,0.756850337414531,1,"Respiratory neoplasms","Prematurity",0.805655826632957,0.783683436044903,0.0757497967479675
"544",16,34,0.748895712191258,1,"Breast neoplasms","Prematurity",0.799296427940419,0.777245770852255,0.0680445121951221
"545",17,34,0.780834582908429,1,"Reproductive neoplasms MF","Prematurity",0.839460286301647,0.816451350908731,0.0873392682926827
"546",18,34,0.69432899581444,1,"Other and unspecified neoplasms","Prematurity",0.766284358428384,0.739912758038013,0.061418536585366
"547",19,34,0.686929702416062,1,"Severe anaemia","Prematurity",0.762243948224767,0.729869920346314,0.0539245121951221
"548",20,34,0.747758984907026,1,"Severe malnutrition","Prematurity",0.813531041544809,0.795881604416778,0.0699892682926829
"549",21,34,0.69799106507054,1,"Diabetes mellitus","Prematurity",0.776274051324533,0.751660834076742,0.0627558943089433
"550",22,34,0.581621461761471,1,"Acute cardiac disease","Prematurity",0.602873709297215,0.532732314673967,0.0490864634146341
"551",23,34,0.647440015991908,1,"Sickle cell with crisis","Prematurity",0.712244186137136,0.662664345920139,0.0504258130081301
"552",24,34,0.635588129387396,1,"Stroke","Prematurity",0.692024812907585,0.646713754496163,0.0579761788617887
"553",25,34,0.680763039714008,1,"Other and unspecified cardiac dis","Prematurity",0.750696627499443,0.720846936734725,0.0603950000000001
"554",26,34,0.758921248706478,1,"Chronic obstructive pulmonary dis","Prematurity",0.840117954556165,0.813601501266376,0.0816264227642277
"555",27,34,0.597581235977688,1,"Asthma","Prematurity",0.679559800933422,0.628549130184894,0.0552411382113823
"556",28,34,0.676881317693508,1,"Acute abdomen","Prematurity",0.738958152776849,0.706291562286093,0.0624442276422765
"557",29,34,0.729029009604409,1,"Liver cirrhosis","Prematurity",0.757094760143781,0.72819098936872,0.063683617886179
"558",30,34,0.691770017026755,1,"Renal failure","Prematurity",0.756128187182356,0.726651730442225,0.0584157317073172
"559",31,34,0.537737453112783,1,"Epilepsy","Prematurity",0.585428953582499,0.509157909806832,0.0487246747967481
"560",32,34,0.676334377969544,1,"Other and unspecified NCD","Prematurity",0.740934265716057,0.696202832241499,0.0512684552845529
"561",33,34,0.585076807797075,1,"Congenital malformation","Prematurity",0.633864470908677,0.568820416011013,0.0457695121951219
"562",1,35,0.657369153985688,1,"Sepsis (non-obstetric)","Birth asphyxia",0.729088280019601,0.676274005794229,0.0507361788617887
"563",2,35,0.593223238939166,1,"Acute resp infect incl pneumonia","Birth asphyxia",0.652264623196384,0.59647965783838,0.0591955284552848
"564",3,35,0.714405322642954,1,"HIV/AIDS related death","Birth asphyxia",0.779983845691668,0.756287838340035,0.0700650406504066
"565",4,35,0.764176535216545,1,"Diarrhoeal diseases","Birth asphyxia",0.836470307556601,0.818155677606156,0.0827579268292684
"566",5,35,0.640591882738759,1,"Malaria","Birth asphyxia",0.700776287581842,0.658517291513241,0.0607053252032523
"567",6,35,0.691193811438582,1,"Measles","Birth asphyxia",0.757183956818355,0.728028527682343,0.0609040650406506
"568",7,35,0.698957323517477,1,"Meningitis and encephalitis","Birth asphyxia",0.772815369254567,0.745665124859917,0.0714848373983741
"569",8,35,0.634276054101127,1,"Tetanus","Birth asphyxia",0.670496595118392,0.60635911633524,0.0503917886178862
"570",9,35,0.714454059363706,1,"Pulmonary tuberculosis","Birth asphyxia",0.746631988831473,0.714203897732264,0.0710781300813009
"571",10,35,0.682842778133757,1,"Pertussis","Birth asphyxia",0.768329066744615,0.741368911519673,0.063464268292683
"572",11,35,0.682390108148675,1,"Haemorrhagic fever","Birth asphyxia",0.747596930728593,0.716747022744822,0.0678297154471547
"573",12,35,0.657246652042824,1,"Other and unspecified infect dis","Birth asphyxia",0.706906212015303,0.663559964257748,0.060424024390244
"574",13,35,0.711922827593599,1,"Oral neoplasms","Birth asphyxia",0.785113396800297,0.762550528892263,0.0658926829268295
"575",14,35,0.763467320772896,1,"Digestive neoplasms","Birth asphyxia",0.812531944422142,0.79234822686287,0.086062195121951
"576",15,35,0.673861043358246,1,"Respiratory neoplasms","Birth asphyxia",0.732989676252097,0.697346336352183,0.0686305284552847
"577",16,35,0.738765621742617,1,"Breast neoplasms","Birth asphyxia",0.803395047672696,0.783985076071285,0.0684251626016262
"578",17,35,0.7860709013405,1,"Reproductive neoplasms MF","Birth asphyxia",0.847480370315396,0.830151412710449,0.0893093495934958
"579",18,35,0.698556711436009,1,"Other and unspecified neoplasms","Birth asphyxia",0.778994770121591,0.754597328771929,0.0630227642276425
"580",19,35,0.645147517553053,1,"Severe anaemia","Birth asphyxia",0.732968722846117,0.687659402580287,0.0517807723577237
"581",20,35,0.75938806028684,1,"Severe malnutrition","Birth asphyxia",0.84361953565404,0.831566606032856,0.0724151219512195
"582",21,35,0.717291481992099,1,"Diabetes mellitus","Birth asphyxia",0.798246259316037,0.778343807447024,0.0657544308943091
"583",22,35,0.581233548309171,1,"Acute cardiac disease","Birth asphyxia",0.623711417177793,0.557024195754545,0.0500773577235774
"584",23,35,0.660672497681562,1,"Sickle cell with crisis","Birth asphyxia",0.745819177727943,0.699263072030443,0.0526199593495936
"585",24,35,0.648468992485307,1,"Stroke","Birth asphyxia",0.714572219120028,0.676031381341932,0.0602931707317074
"586",25,35,0.670691222251526,1,"Other and unspecified cardiac dis","Birth asphyxia",0.757009928664519,0.727615090704094,0.0606826422764229
"587",26,35,0.658067572562527,1,"Chronic obstructive pulmonary dis","Birth asphyxia",0.739041960292779,0.691124244827839,0.0719379674796749
"588",27,35,0.520206888992648,1,"Asthma","Birth asphyxia",0.617230988112676,0.551036321952106,0.0490047154471546
"589",28,35,0.684167378663614,1,"Acute abdomen","Birth asphyxia",0.757153011171517,0.728413801309973,0.0643213008130083
"590",29,35,0.741615056428765,1,"Liver cirrhosis","Birth asphyxia",0.777939110465363,0.751687213864003,0.0660891463414635
"591",30,35,0.704127474544278,1,"Renal failure","Birth asphyxia",0.775090890344571,0.7475312711247,0.0606993089430896
"592",31,35,0.633312400460671,1,"Epilepsy","Birth asphyxia",0.706043653368206,0.66532825086948,0.0585001219512196
"593",32,35,0.683494681587014,1,"Other and unspecified NCD","Birth asphyxia",0.757980127424422,0.711026799034177,0.0530149593495935
"594",33,35,0.607961019200726,1,"Congenital malformation","Birth asphyxia",0.67060339177358,0.611112780978038,0.048630406504065
"595",34,35,0.37540090146125,1,"Prematurity","Birth asphyxia",0.456914153347084,0.343484585337273,0.0326309756097561
"596",1,36,0.554030533240075,1,"Sepsis (non-obstetric)","Neonatal pneumonia",0.610380104189009,0.520932936009854,0.0445633333333334
"597",2,36,0.380882233428042,1,"Acute resp infect incl pneumonia","Neonatal pneumonia",0.459324947768488,0.346404553288902,0.0392462601626016
"598",3,36,0.67471259941076,1,"HIV/AIDS related death","Neonatal pneumonia",0.744959698261454,0.713780264352559,0.068367804878049
"599",4,36,0.729839604541286,1,"Diarrhoeal diseases","Neonatal pneumonia",0.808198097344727,0.782369717189985,0.0814143495934957
"600",5,36,0.53113334663207,1,"Malaria","Neonatal pneumonia",0.579459079333193,0.50171722318295,0.0520609349593498
"601",6,36,0.540067376618572,1,"Measles","Neonatal pneumonia",0.651706932887176,0.595823066409545,0.0493451219512197
"602",7,36,0.625226070606835,1,"Meningitis and encephalitis","Neonatal pneumonia",0.672658487792506,0.618016476322453,0.0659786585365855
"603",8,36,0.59110842845248,1,"Tetanus","Neonatal pneumonia",0.632939161621862,0.559847833367828,0.0488857723577237
"604",9,36,0.679578983352894,1,"Pulmonary tuberculosis","Neonatal pneumonia",0.715072096201279,0.673510048226179,0.0698200000000001
"605",10,36,0.663525336089694,1,"Pertussis","Neonatal pneumonia",0.733995111102747,0.698043532973719,0.0638280894308944
"606",11,36,0.594092892835974,1,"Haemorrhagic fever","Neonatal pneumonia",0.625168957062833,0.560698499340886,0.0609862195121953
"607",12,36,0.528285763701315,1,"Other and unspecified infect dis","Neonatal pneumonia",0.586981409896549,0.510116036844681,0.0502871138211384
"608",13,36,0.707959683112937,1,"Oral neoplasms","Neonatal pneumonia",0.791114438048114,0.769392545157492,0.0678296747967482
"609",14,36,0.759826686640274,1,"Digestive neoplasms","Neonatal pneumonia",0.813271337304843,0.792023111346582,0.0881243902439021
"610",15,36,0.617625501792512,1,"Respiratory neoplasms","Neonatal pneumonia",0.699028400440784,0.653297013763829,0.064912967479675
"611",16,36,0.739024399551078,1,"Breast neoplasms","Neonatal pneumonia",0.806028515871358,0.786533881555449,0.070854024390244
"612",17,36,0.795053040405873,1,"Reproductive neoplasms MF","Neonatal pneumonia",0.855219797539532,0.837922223300396,0.0929170731707314
"613",18,36,0.70700626416657,1,"Other and unspecified neoplasms","Neonatal pneumonia",0.785911716844671,0.763405439002365,0.0660857723577238
"614",19,36,0.565957571081949,1,"Severe anaemia","Neonatal pneumonia",0.681550784276914,0.623632238784796,0.0472665447154474
"615",20,36,0.768522579623923,1,"Severe malnutrition","Neonatal pneumonia",0.837780653574738,0.824730061183911,0.0757870731707315
"616",21,36,0.694778696826111,1,"Diabetes mellitus","Neonatal pneumonia",0.795315732322156,0.774896085121975,0.0659515853658539
"617",22,36,0.608703736960194,1,"Acute cardiac disease","Neonatal pneumonia",0.662739532243094,0.60888172463047,0.0544249186991871
"618",23,36,0.662124848909823,1,"Sickle cell with crisis","Neonatal pneumonia",0.744315795889488,0.700203505665328,0.0548902845528457
"619",24,36,0.658370027677054,1,"Stroke","Neonatal pneumonia",0.751804016155532,0.722112653798311,0.0633561788617887
"620",25,36,0.673232558694252,1,"Other and unspecified cardiac dis","Neonatal pneumonia",0.768554103859805,0.742306392835234,0.06310337398374
"621",26,36,0.632201498600705,1,"Chronic obstructive pulmonary dis","Neonatal pneumonia",0.697320357825464,0.632467718365035,0.0711676422764228
"622",27,36,0.556665262385138,1,"Asthma","Neonatal pneumonia",0.606484409797968,0.536033894567993,0.0542506504065042
"623",28,36,0.659460313373978,1,"Acute abdomen","Neonatal pneumonia",0.753874373782834,0.724702203166274,0.0641444715447156
"624",29,36,0.71322171294534,1,"Liver cirrhosis","Neonatal pneumonia",0.77188327146634,0.745273197024642,0.0658797967479676
"625",30,36,0.68158150038965,1,"Renal failure","Neonatal pneumonia",0.768574245478993,0.740684013169018,0.060973699186992
"626",31,36,0.667852550273233,1,"Epilepsy","Neonatal pneumonia",0.759169873456667,0.731127972522954,0.063863943089431
"627",32,36,0.64754795939924,1,"Other and unspecified NCD","Neonatal pneumonia",0.749474266998301,0.703091441392772,0.0523339837398374
"628",33,36,0.600822349947992,1,"Congenital malformation","Neonatal pneumonia",0.670718462484681,0.613744166683923,0.0500145528455284
"629",34,36,0.550438657782017,1,"Prematurity","Neonatal pneumonia",0.558341340986747,0.474773931230412,0.0496369918699187
"630",35,36,0.419089863208001,1,"Birth asphyxia","Neonatal pneumonia",0.470918037351526,0.36270314701047,0.038530406504065
"631",1,37,0.504848337488497,1,"Sepsis (non-obstetric)","Neonatal sepsis",0.568183558607011,0.479265173377517,0.0352808130081301
"632",2,37,0.621870885056726,1,"Acute resp infect incl pneumonia","Neonatal sepsis",0.693182673861103,0.641905458635813,0.0575165853658539
"633",3,37,0.700224527100434,1,"HIV/AIDS related death","Neonatal sepsis",0.773087349590407,0.746585173666268,0.0635649593495937
"634",4,37,0.706326760189246,1,"Diarrhoeal diseases","Neonatal sepsis",0.793575088684642,0.754802352107483,0.0713391463414635
"635",5,37,0.577378332644737,1,"Malaria","Neonatal sepsis",0.60882860285436,0.532788409011619,0.0505019918699189
"636",6,37,0.580721226247591,1,"Measles","Neonatal sepsis",0.686145531878931,0.639069461046479,0.0469325203252034
"637",7,37,0.610300496783344,1,"Meningitis and encephalitis","Neonatal sepsis",0.662046806396085,0.593378613904651,0.0579644308943091
"638",8,37,0.532892824223793,1,"Tetanus","Neonatal sepsis",0.581996167160851,0.502758610303737,0.0384487804878049
"639",9,37,0.78061481857755,1,"Pulmonary tuberculosis","Neonatal sepsis",0.856561549226507,0.841068222676676,0.0719643089430896
"640",10,37,0.741303752461609,1,"Pertussis","Neonatal sepsis",0.834399982411918,0.815543106125273,0.0634886585365855
"641",11,37,0.558363753764215,1,"Haemorrhagic fever","Neonatal sepsis",0.596011963104438,0.514621791586052,0.0514272764227644
"642",12,37,0.527213084834817,1,"Other and unspecified infect dis","Neonatal sepsis",0.575521110740919,0.497478206883879,0.0446224796747967
"643",13,37,0.69160637710513,1,"Oral neoplasms","Neonatal sepsis",0.77921978243646,0.751234152073194,0.0589658536585368
"644",14,37,0.744466653402984,1,"Digestive neoplasms","Neonatal sepsis",0.804000540169987,0.773773767616065,0.0784882113821138
"645",15,37,0.764299972785094,1,"Respiratory neoplasms","Neonatal sepsis",0.818729566021751,0.795943085417984,0.0722645934959351
"646",16,37,0.745152995959462,1,"Breast neoplasms","Neonatal sepsis",0.810339634459637,0.787457093778346,0.0635796341463417
"647",17,37,0.784005524143657,1,"Reproductive neoplasms MF","Neonatal sepsis",0.850900379425531,0.825514985795601,0.0833540650406502
"648",18,37,0.69002165815799,1,"Other and unspecified neoplasms","Neonatal sepsis",0.778220551405264,0.753629240001208,0.057217886178862
"649",19,37,0.63701506174284,1,"Severe anaemia","Neonatal sepsis",0.755418195405493,0.724726918987865,0.0464799593495937
"650",20,37,0.75722250380132,1,"Severe malnutrition","Neonatal sepsis",0.834650427064531,0.819010933840387,0.0666834146341465
"651",21,37,0.668077828285385,1,"Diabetes mellitus","Neonatal sepsis",0.776205587767952,0.749772452357808,0.0563682520325205
"652",22,37,0.584290438229556,1,"Acute cardiac disease","Neonatal sepsis",0.639447304436423,0.5801735582871,0.0460773577235773
"653",23,37,0.628134700906566,1,"Sickle cell with crisis","Neonatal sepsis",0.720751071666618,0.678939729379771,0.0454451626016261
"654",24,37,0.629585805554158,1,"Stroke","Neonatal sepsis",0.731563386986098,0.693795713225772,0.0539435772357724
"655",25,37,0.678308910668514,1,"Other and unspecified cardiac dis","Neonatal sepsis",0.774756144888825,0.749583930014127,0.0564224796747969
"656",26,37,0.765220544288163,1,"Chronic obstructive pulmonary dis","Neonatal sepsis",0.849114345107728,0.819084815685278,0.0780680487804879
"657",27,37,0.625019177877152,1,"Asthma","Neonatal sepsis",0.714744497298399,0.669009305210153,0.0543177235772359
"658",28,37,0.629887036000536,1,"Acute abdomen","Neonatal sepsis",0.73006560471369,0.693732135083614,0.0546221138211383
"659",29,37,0.688810499146684,1,"Liver cirrhosis","Neonatal sepsis",0.747968149744727,0.717462984008517,0.0563574390243904
"660",30,37,0.65203938912343,1,"Renal failure","Neonatal sepsis",0.743807141232283,0.712376003018887,0.0514513414634148
"661",31,37,0.638749166804039,1,"Epilepsy","Neonatal sepsis",0.737153260490173,0.700745999001654,0.0543415853658537
"662",32,37,0.619676152239684,1,"Other and unspecified NCD","Neonatal sepsis",0.726541757079346,0.683768247233731,0.0435433333333332
"663",33,37,0.555131302286047,1,"Congenital malformation","Neonatal sepsis",0.637790708686791,0.577388941508562,0.0403539837398374
"664",34,37,0.486122172259865,1,"Prematurity","Neonatal sepsis",0.505763759130756,0.405591295320685,0.0387081300813008
"665",35,37,0.500365610259463,1,"Birth asphyxia","Neonatal sepsis",0.55227892598521,0.461052804743271,0.0407234959349594
"666",36,37,0.265418426037276,1,"Neonatal pneumonia","Neonatal sepsis",0.381034711281663,0.24789361232819,0.0224654471544715
"667",1,38,0.583873424861166,1,"Sepsis (non-obstetric)","Other and unspecified neonatal CoD",0.642611660644326,0.583891366424799,0.03602081300813
"668",2,38,0.694980378465599,1,"Acute resp infect incl pneumonia","Other and unspecified neonatal CoD",0.752414554890491,0.707496578965929,0.0585857723577238
"669",3,38,0.66532685973275,1,"HIV/AIDS related death","Other and unspecified neonatal CoD",0.739773436594262,0.6987439171188,0.0549472357723579
"670",4,38,0.711288540201648,1,"Diarrhoeal diseases","Other and unspecified neonatal CoD",0.802489765381314,0.752776149330778,0.066014024390244
"671",5,38,0.616729523306527,1,"Malaria","Other and unspecified neonatal CoD",0.672204027382044,0.603248376987333,0.048892235772358
"672",6,38,0.650247507572995,1,"Measles","Other and unspecified neonatal CoD",0.722946183167866,0.679606871125973,0.0472252032520327
"673",7,38,0.665240389727249,1,"Meningitis and encephalitis","Other and unspecified neonatal CoD",0.737109607008318,0.678060665040227,0.05773337398374
"674",8,38,0.553724575985722,1,"Tetanus","Other and unspecified neonatal CoD",0.570952557354082,0.491630165506411,0.0354161788617886
"675",9,38,0.781822475722944,1,"Pulmonary tuberculosis","Other and unspecified neonatal CoD",0.841643425080289,0.815934428868568,0.0656716260162604
"676",10,38,0.698169632430703,1,"Pertussis","Other and unspecified neonatal CoD",0.812824162401868,0.781172949694285,0.0540756504065042
"677",11,38,0.618924110267923,1,"Haemorrhagic fever","Other and unspecified neonatal CoD",0.685797212629196,0.619824693950154,0.0519354065040652
"678",12,38,0.595144748785364,1,"Other and unspecified infect dis","Other and unspecified neonatal CoD",0.639409595231171,0.5753817371908,0.0454971951219513
"679",13,38,0.655497511440622,1,"Oral neoplasms","Other and unspecified neonatal CoD",0.740514270305013,0.6933604688982,0.050517967479675
"680",14,38,0.720768747758199,1,"Digestive neoplasms","Other and unspecified neonatal CoD",0.777354585913586,0.727273663638361,0.0700858536585368
"681",15,38,0.712847075614204,1,"Respiratory neoplasms","Other and unspecified neonatal CoD",0.777088455880703,0.734008179007138,0.0615606910569108
"682",16,38,0.702850366935006,1,"Breast neoplasms","Other and unspecified neonatal CoD",0.774821406437291,0.734298664763777,0.054213048780488
"683",17,38,0.744344275673738,1,"Reproductive neoplasms MF","Other and unspecified neonatal CoD",0.821651272948253,0.775784697901579,0.0730403252032521
"684",18,38,0.622528797155751,1,"Other and unspecified neoplasms","Other and unspecified neonatal CoD",0.730806454029296,0.689654035156776,0.0465220325203254
"685",19,38,0.612577293320189,1,"Severe anaemia","Other and unspecified neonatal CoD",0.705734316591118,0.664917027055525,0.0396791463414636
"686",20,38,0.715428948338094,1,"Severe malnutrition","Other and unspecified neonatal CoD",0.805392712313275,0.778072015320999,0.0571427642276424
"687",21,38,0.652720542683848,1,"Diabetes mellitus","Other and unspecified neonatal CoD",0.742300308243958,0.700473213358103,0.0497259756097563
"688",22,38,0.496934936205141,1,"Acute cardiac disease","Other and unspecified neonatal CoD",0.529844727589442,0.430605016015593,0.0351180081300813
"689",23,38,0.580342813406636,1,"Sickle cell with crisis","Other and unspecified neonatal CoD",0.65777643829293,0.603620932605267,0.0372337804878048
"690",24,38,0.57116897451124,1,"Stroke","Other and unspecified neonatal CoD",0.645375758728777,0.571737759586441,0.0442598373983741
"691",25,38,0.596336203274911,1,"Other and unspecified cardiac dis","Other and unspecified neonatal CoD",0.702728918438257,0.654344868952584,0.0447192276422766
"692",26,38,0.711669449501303,1,"Chronic obstructive pulmonary dis","Other and unspecified neonatal CoD",0.814740188240951,0.759499483149794,0.0667753658536588
"693",27,38,0.517365927520351,1,"Asthma","Other and unspecified neonatal CoD",0.621341816156095,0.530988950937899,0.0407242276422765
"694",28,38,0.60805365514271,1,"Acute abdomen","Other and unspecified neonatal CoD",0.683227583840036,0.62650091358978,0.0477481300813009
"695",29,38,0.671858893913705,1,"Liver cirrhosis","Other and unspecified neonatal CoD",0.70765414996094,0.663756491610465,0.0494671951219514
"696",30,38,0.618519431860446,1,"Renal failure","Other and unspecified neonatal CoD",0.694887031183789,0.648377917357505,0.0437399593495936
"697",31,38,0.572663446027505,1,"Epilepsy","Other and unspecified neonatal CoD",0.645053578695636,0.571154228702219,0.0440285772357725
"698",32,38,0.578267919072113,1,"Other and unspecified NCD","Other and unspecified neonatal CoD",0.673428096143531,0.622648155560331,0.0358969918699186
"699",33,38,0.52428819376608,1,"Congenital malformation","Other and unspecified neonatal CoD",0.579325340468511,0.501537732030977,0.0338173983739838
"700",34,38,0.316462812964845,1,"Prematurity","Other and unspecified neonatal CoD",0.369665969470532,0.223928814761029,0.0226065853658537
"701",35,38,0.283955060173384,1,"Birth asphyxia","Other and unspecified neonatal CoD",0.39578562530088,0.241010228269898,0.0207844715447155
"702",36,38,0.449968681574024,1,"Neonatal pneumonia","Other and unspecified neonatal CoD",0.482578722495776,0.357680534584465,0.034400325203252
"703",37,38,0.368383327205929,1,"Neonatal sepsis","Other and unspecified neonatal CoD",0.40549092926801,0.276303252767201,0.0242763414634147
"704",1,39,0.688050081129281,1,"Sepsis (non-obstetric)","Fresh stillbirth",0.736534867408409,0.682858513454814,0.0500580487804878
"705",2,39,0.762000209733513,1,"Acute resp infect incl pneumonia","Fresh stillbirth",0.80364612965846,0.784786422144417,0.0726636585365855
"706",3,39,0.780872568289311,1,"HIV/AIDS related death","Fresh stillbirth",0.841400976898812,0.828562287140341,0.0731267479674798
"707",4,39,0.784430542483061,1,"Diarrhoeal diseases","Fresh stillbirth",0.842051412299966,0.825946944615395,0.0814785772357724
"708",5,39,0.738104312789877,1,"Malaria","Fresh stillbirth",0.753862735227636,0.724740088582776,0.0666783333333335
